lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,alpha.31,kappa
# Adaptation terminated
# Step size = 0.357599
# Diagonal elements of inverse mass matrix:
# 0.0136245, 0.014808, 0.0147728, 0.0116819, 0.0439165, 0.0331645, 0.0359427, 0.0451139, 0.037174, 0.0294374, 0.0480676, 0.022318, 0.0394071, 0.0338102, 0.0541446, 0.0412723, 0.0475016, 0.0543884, 0.0322442, 0.0416619, 0.0513529, 0.0408071, 0.0171041, 0.0212399, 0.0505092, 0.0373677, 0.0375779, 0.0381106, 0.0853528, 0.0262815, 0.0316089, 0.0556026, 0.0433811, 0.0401023, 0.0403887, 0.0200535
1479.51,0.959564,0.357599,4,15,0,-1462.97,1.97988,1.77075,1.76206,2.47099,-0.320587,-0.0537084,0.00394753,-0.0424918,0.233879,-0.026712,-0.298455,0.676974,0.118589,0.250446,-1.02798,-0.22771,-0.101978,-0.253033,0.234897,0.08211,-0.184258,-0.208702,1.62024,1.01161,-0.32554,0.246804,-0.20553,-0.0434401,-0.738139,0.687472,0.462172,-0.683572,-0.146612,-0.186672,-0.226186,0.548446
1479.54,0.89327,0.357599,3,7,0,-1461.5,1.71235,1.80383,1.82621,2.46236,-0.378588,-0.142294,-0.125626,-0.189725,0.195905,-0.307028,-0.159089,0.52085,0.0720445,0.107194,-0.674543,0.0712785,-0.117173,-0.24988,0.153283,-0.261199,-0.614369,-0.356203,1.53086,0.912737,-0.103404,0.14085,-0.202631,-0.250052,-1.19885,0.650979,0.440523,-0.539283,-0.0722235,-0.295844,-0.305695,0.582355
1477.33,0.969232,0.357599,4,15,0,-1463.28,1.63423,1.71139,1.72464,2.46138,0.116141,0.142775,-0.132958,0.28842,0.346695,0.232506,-0.556456,0.611677,0.401779,0.588336,-0.866508,-0.142477,-0.562801,0.0228667,0.415919,-0.207147,-0.204742,-0.305704,1.64606,0.910203,-0.429199,0.268549,0.218703,0.188181,-1.00221,0.521361,0.222898,-0.665252,-0.177604,0.282043,-0.159194,0.538854
1481.41,0.967876,0.357599,3,7,0,-1464.75,1.67794,1.78749,1.67415,2.31983,0.0496185,0.266718,0.010403,0.30584,0.429885,0.226072,-0.392591,0.435918,0.105405,0.205586,-0.774639,-0.150081,-0.408571,-0.178817,0.310496,-0.160336,-0.396934,-0.307704,1.64971,1.11039,-0.0950776,0.40184,0.430288,-0.143371,-0.990969,0.433459,0.417008,-0.586367,-0.24154,0.0211671,-0.141981,0.576467
1482.14,0.886443,0.357599,4,15,0,-1461.57,1.61689,1.77399,1.79768,2.51091,-0.432703,0.0703671,-0.100619,-0.0417811,0.226446,0.00447017,-0.468845,0.696491,-0.0440921,0.131321,-0.361257,-0.0540906,-0.236214,-0.300634,0.541419,-0.173379,-0.46307,0.00842009,1.59464,1.15711,-0.443816,0.390823,0.14027,-0.0325666,-0.967777,0.663593,0.305538,-0.991119,-0.337412,-0.169946,-0.0705008,0.479272
1477.73,0.949993,0.357599,3,15,0,-1464.64,1.8992,1.75708,1.8044,2.38402,-0.294833,0.354316,-0.0840609,0.0557573,-0.183269,-0.0084102,-0.693235,0.745851,0.136744,0.0418365,-0.625963,-0.154611,-0.530741,0.0327143,0.400071,-0.293637,-0.383419,-0.55047,1.5452,1.04116,-0.157581,0.200375,0.117635,0.229114,-0.760579,0.541288,0.28282,-0.569771,-0.0428412,-0.0521119,-0.571317,0.531607
1477.74,0.929332,0.357599,4,15,0,-1460.16,1.82157,1.74383,1.74899,2.363,-0.112253,-0.142073,0.278744,-0.103867,0.490723,0.28061,-0.259901,0.435139,0.112934,0.348302,-0.635597,0.032645,-0.0602481,-0.485225,0.348128,-0.0520209,-0.55853,0.0096723,1.72743,0.769815,-0.335634,0.238031,-0.0012538,-0.344343,-0.985793,0.494127,0.585081,-0.653896,-0.407232,-0.0541646,0.132565,0.593023
1481.72,0.984577,0.357599,3,7,0,-1466.28,1.68487,1.72545,1.80303,2.51249,-0.475058,-0.0028622,-0.143365,0.00840903,0.234261,0.228051,-0.655321,0.582722,0.169363,0.501847,-0.737841,-0.114007,-0.296413,-0.118119,0.421764,-0.210967,-0.275761,-0.26429,1.53938,1.10713,-0.304442,0.354318,0.216001,0.255065,-1.39335,0.618789,0.258562,-0.883741,0.000693932,-0.051452,-0.256702,0.479455
1481.53,0.976995,0.357599,3,15,0,-1467.63,1.66969,1.72324,1.86572,2.53034,-0.403868,-0.0335774,-0.118824,0.0094809,0.292582,0.179148,-0.714093,0.602256,0.197936,0.451152,-0.837336,-0.110221,-0.236606,-0.244802,0.44131,-0.244738,-0.337263,-0.284257,1.51524,1.08099,-0.26977,0.305608,0.130518,0.177725,-1.48289,0.53094,0.397036,-0.723256,0.029214,-0.0789038,-0.292139,0.456536
1480.29,0.913467,0.357599,3,7,0,-1463.98,1.79824,1.64175,1.70028,2.31612,0.0892218,0.202821,0.000684639,0.039032,0.218025,0.16446,-0.464786,0.643203,0.318221,0.148151,-0.625269,-0.241562,-0.0779812,-0.282555,0.43863,-0.112967,-0.554665,-0.104598,1.69415,1.11738,-0.508633,0.103955,0.496799,0.0990246,-1.19805,0.460299,0.438698,-0.629887,0.087761,0.281786,-0.286389,0.526834
1476.35,0.723178,0.357599,4,15,0,-1456.97,1.68013,1.70542,1.7778,2.49557,-0.241684,0.272318,-0.0521264,-0.153328,0.226475,0.295039,-0.422149,0.693653,-0.0318097,0.398739,-0.761122,0.38784,-0.569403,-0.140548,0.574666,-0.0291533,-0.370675,-0.651177,1.63792,0.927555,-0.0158321,0.370293,-0.185799,-0.193275,-0.850401,0.750088,0.1784,-0.684961,-0.335389,-0.618673,-0.127946,0.562581
1477.9,0.945729,0.357599,3,7,0,-1457.02,1.79224,1.82591,1.76678,2.39715,-0.24543,0.172355,-0.0479613,-0.133659,0.333319,0.534006,-0.699123,0.731572,0.207965,0.274561,-0.976929,0.173439,-0.640532,-0.436228,0.639267,-0.437973,-0.585792,-0.364312,1.53525,0.942235,-0.348815,0.108339,0.386524,-0.356727,-0.746645,0.325864,0.295439,-0.362671,-0.137781,-0.19027,-0.239466,0.546932
1476.31,0.946136,0.357599,3,15,0,-1461.67,1.82316,1.76308,1.84565,2.5008,0.0168868,0.161872,-0.269594,-0.274273,0.273785,0.424169,-0.727275,0.745281,0.461717,0.404315,-1.12444,-0.171408,-0.561162,-0.461316,0.284333,-0.323021,-0.581144,-0.441654,1.72613,0.911919,-0.427299,0.0860205,0.0192925,-0.105865,-0.821976,0.370613,0.286771,-0.764027,0.0906939,-0.11841,-0.0218261,0.622096
1479.88,0.949774,0.357599,4,15,0,-1458.03,1.88399,1.69213,1.77773,2.5075,-0.310517,-0.180215,-0.0301643,-0.228881,0.17925,0.0661951,-0.549586,0.488282,0.167835,0.224208,-0.905438,-0.0896086,-0.441734,-0.207382,0.191011,-0.167908,-0.838261,0.145796,1.57036,0.90168,-0.255993,0.280635,-0.362424,0.134697,-1.05868,0.373619,0.301989,-0.613161,-0.296487,-0.111108,-0.558094,0.529508
1481.92,0.968905,0.357599,4,15,0,-1464.28,1.63962,1.63113,1.7855,2.25599,-0.101933,0.178766,0.189148,-0.108987,0.243443,0.0928561,-0.799716,0.597417,0.419522,0.359298,-0.526205,0.0370781,-0.220048,0.0071825,0.392578,-0.00128793,-0.146533,-0.251358,1.72056,1.14949,-0.0810394,0.38625,-0.0210344,0.0175841,-0.826515,0.637645,0.725791,-0.671474,-0.343807,0.259605,-0.076048,0.576874
