# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = model_4ba3117b2609_model
# start_datetime = 2025-01-25 20:50:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/Rtmpi9m7ws/standata-910146e27e83.json
# init = 2 (Default)
# random
#   seed = 1773305174
# output
#   file = /home/lbelzile/Documents/Personnel/MEGAsync/Website/MATH80601A/models/Poisson_simple-1.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /home/lbelzile/Documents/Personnel/MEGAsync/Website/MATH80601A/models/poisson_simple-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4
# Adaptation terminated
# Step size = 0.835871
# Diagonal elements of inverse mass matrix:
# 0.00473754, 0.00482306, 0.0045384, 0.0023782
1275.32,0.988215,0.835871,2,3,0,-1272.19,1.99139,1.84698,1.99397,2.6383
1275.65,0.903932,0.835871,2,7,0,-1274.06,1.89468,1.88703,2.02077,2.60883
1275.74,0.985462,0.835871,2,3,0,-1275.17,1.88995,1.87104,1.94323,2.62556
1275.04,0.882274,0.835871,2,3,0,-1274.32,1.94729,1.88966,1.88807,2.65652
1275.69,0.974708,0.835871,2,3,0,-1274.5,1.98594,1.85736,1.93941,2.62326
1273.86,0.832224,0.835871,2,3,0,-1273.52,1.85875,1.87514,2.04523,2.53857
1274.62,0.930162,0.835871,2,3,0,-1271.65,1.97897,1.83515,1.91284,2.66265
1274.11,0.544921,0.835871,3,7,0,-1268.36,1.89186,1.98312,2.06583,2.61925
1274.16,0.993194,0.835871,2,7,0,-1273.32,1.92009,1.95208,2.08775,2.58735
1275.79,1,0.835871,2,3,0,-1274.24,1.91991,1.87196,1.91232,2.61867
1273.18,0.757684,0.835871,3,7,0,-1272.69,1.93964,1.89518,1.85037,2.51203
1274.11,0.994328,0.835871,3,7,0,-1271.83,1.82473,1.93403,2.03646,2.62099
1272.58,0.784177,0.835871,2,3,0,-1270.35,1.83928,1.97915,1.93346,2.69751
1272.58,0.980689,0.835871,3,7,0,-1271.08,1.79654,1.99098,1.99368,2.65811
1275.45,1,0.835871,3,7,0,-1272.74,1.98434,1.83986,1.92025,2.60741
1275.08,0.953295,0.835871,2,7,0,-1274.58,1.93374,2.00044,1.99118,2.58167
1275.9,0.993828,0.835871,3,7,0,-1274.82,1.89109,1.90885,1.99443,2.60531
1273.59,0.773676,0.835871,2,3,0,-1273.24,1.87508,1.95001,1.84751,2.55207
1273.93,0.985989,0.835871,3,7,0,-1273.05,1.90474,1.90251,1.83513,2.55717
1272.57,0.86103,0.835871,2,7,0,-1270.45,1.91076,2.05272,1.89195,2.65728
1272.94,0.950932,0.835871,2,7,0,-1270.21,1.87884,1.73822,1.92661,2.6235
1268.75,0.631515,0.835871,2,3,0,-1265.96,2.06996,2.12456,1.99758,2.58764
1267.97,0.848909,0.835871,1,1,0,-1266.62,2.07801,2.13389,1.98473,2.5753
1273.02,1,0.835871,2,3,0,-1268.86,2.0143,2.05604,1.95221,2.58205
1271.81,0.66108,0.835871,3,7,0,-1267.07,2.07216,1.86214,1.92448,2.50003
1273.77,1,0.835871,1,1,0,-1272.04,2.03739,1.87011,1.91549,2.53018
1271.93,0.875396,0.835871,2,3,0,-1270.39,2.0559,1.902,1.80634,2.56812
1273.98,1,0.835871,2,3,0,-1270.89,1.85249,1.92654,2.04054,2.66318
1275.77,1,0.835871,2,3,0,-1273.82,1.98067,1.94933,1.99356,2.5938
1273.98,0.812459,0.835871,2,3,0,-1273.52,1.95443,1.95092,1.84105,2.64922
1271.64,0.760835,0.835871,3,7,0,-1269.72,1.95249,1.88708,1.93756,2.45324
1275.04,0.989865,0.835871,2,7,0,-1271.32,2.00494,1.8429,1.95355,2.64713
1274.05,0.882023,0.835871,2,3,0,-1272.9,1.91227,1.7899,2.04549,2.62508
1272.96,0.949181,0.835871,2,3,0,-1272.1,1.90359,1.74444,2.026,2.5699
1271.18,0.79849,0.835871,2,3,0,-1269.15,1.84871,2.05649,1.89742,2.67725
1275.08,0.966305,0.835871,3,7,0,-1270.25,1.99686,1.98921,1.97105,2.58687
1274.91,0.98424,0.835871,3,7,0,-1274.39,1.98366,1.97923,2.02742,2.5809
1275.68,1,0.835871,2,3,0,-1274.57,1.9354,1.92988,1.90355,2.62848
1274.98,0.93139,0.835871,2,3,0,-1274.61,1.90088,1.85964,2.05138,2.62046
1274.58,0.949021,0.835871,2,3,0,-1273.49,2.0105,1.985,1.90648,2.58192
1272.85,0.818244,0.835871,2,7,0,-1271.78,1.78513,1.91134,2.05031,2.62239
1274.67,0.993726,0.835871,2,3,0,-1271.53,1.9099,1.88799,2.04402,2.66311
1273.44,0.800889,0.835871,2,3,0,-1271.51,1.97629,2.00349,2.03217,2.67542
1274.91,0.991236,0.835871,2,3,0,-1272.31,1.92037,1.99382,1.92889,2.64191
1272.1,0.623009,0.835871,2,3,0,-1269.99,1.85177,2.07021,2.00915,2.58781
1270.83,0.73493,0.835871,2,3,0,-1266.1,1.9333,1.96399,2.12882,2.50761
1271.83,0.999516,0.835871,3,7,0,-1267.46,1.88193,1.778,2.02106,2.50092
1274.9,0.589354,0.835871,2,3,0,-1265.66,1.96545,1.88744,1.85653,2.619
1272.42,0.740985,0.835871,2,3,0,-1271.21,1.75709,1.87507,1.90932,2.60051
1274.64,0.984479,0.835871,2,7,0,-1271.72,1.99863,1.83188,2.04448,2.59402
1274.7,0.943583,0.835871,3,7,0,-1272.89,1.90931,1.98061,1.87891,2.58724
1273.39,0.89158,0.835871,2,3,0,-1272.36,1.85219,1.94562,1.84466,2.64454
1275.34,0.670949,0.835871,3,7,0,-1268.72,2.00389,1.88634,2.02599,2.58942
1275.33,0.947835,0.835871,3,7,0,-1274.09,1.872,1.87481,1.90948,2.61696
1275.18,0.992112,0.835871,2,3,0,-1274.93,1.84809,1.88705,1.92517,2.60355
1273.68,0.818891,0.835871,2,3,0,-1272.51,1.83658,1.83855,1.9569,2.67281
1275.03,0.815144,0.835871,2,3,0,-1270.39,1.91254,1.97782,1.93065,2.55727
1270.13,0.644269,0.835871,2,3,0,-1269.14,2.12777,1.7968,1.89754,2.55323
1275.19,1,0.835871,2,7,0,-1270.4,1.88279,1.92386,1.89368,2.63029
1275.01,0.953177,0.835871,2,3,0,-1274.3,2.01132,1.82784,1.97682,2.57957
1275.31,0.995333,0.835871,3,7,0,-1274.35,1.88186,1.92867,2.02731,2.58494
1275.32,0.978609,0.835871,2,3,0,-1274.67,1.96871,1.86702,1.93812,2.65958
1274.64,0.799943,0.835871,2,3,0,-1272.81,1.89572,1.98363,1.96421,2.66214
1274.32,0.938981,0.835871,3,7,0,-1272.84,1.98836,1.98875,1.92485,2.54273
1275.12,1,0.835871,2,3,0,-1273.89,1.95694,1.9847,1.90387,2.59182
1274.05,0.893584,0.835871,2,7,0,-1273.4,1.9317,1.85356,2.07466,2.65496
1273.65,0.984348,0.835871,3,7,0,-1272.27,1.91852,2.00314,1.87403,2.54848
1275.21,0.999765,0.835871,3,7,0,-1273.62,1.89064,1.95355,1.93596,2.55733
1275.85,0.986194,0.835871,2,3,0,-1274.84,1.94201,1.944,1.9156,2.60644
1275.94,0.715887,0.835871,3,7,0,-1272.95,1.9947,1.91374,1.96091,2.61032
1275.64,0.908625,0.835871,2,3,0,-1274.86,1.87942,1.89408,1.93418,2.62828
1272.45,0.641717,0.835871,2,3,0,-1271.45,1.88446,1.95216,1.87878,2.71019
1275.75,1,0.835871,2,3,0,-1272.62,1.89544,1.91747,2.00978,2.58764
1275.66,0.989905,0.835871,3,7,0,-1275.26,2.00245,1.88442,1.92944,2.6167
1274.58,0.893937,0.835871,2,3,0,-1274.12,1.86338,1.95122,1.9117,2.65306
1275.26,0.956323,0.835871,2,3,0,-1273.28,1.98079,1.96423,1.91046,2.62943
1270.06,0.517671,0.835871,2,3,0,-1268.97,2.03278,2.10887,1.9587,2.6559
1267.4,0.885446,0.835871,2,3,0,-1266.5,1.798,1.65328,1.913,2.55526
1274.86,1,0.835871,2,3,0,-1267.57,1.91768,1.98415,1.95314,2.54745
1275.91,0.925955,0.835871,2,3,0,-1273.57,1.89957,1.90355,2.00305,2.61289
1271.8,0.641416,0.835871,2,3,0,-1271.54,1.99639,1.78455,1.97754,2.48802
1275.58,0.808581,0.835871,2,3,0,-1267.94,1.89422,1.96786,1.96678,2.59298
1276,1,0.835871,2,3,0,-1275.46,1.96168,1.89256,1.92466,2.61933
1274.22,0.797412,0.835871,2,3,0,-1273.83,1.96883,1.97533,1.87624,2.65669
1273.39,0.955226,0.835871,2,3,0,-1273.19,1.91825,1.80894,2.07682,2.55593
1274.23,0.921849,0.835871,2,3,0,-1270.71,1.99631,1.96041,1.85841,2.5743
1275.47,0.788498,0.835871,2,3,0,-1271.15,1.88492,1.92466,2.006,2.63687
1274.85,0.928561,0.835871,2,7,0,-1274.15,1.98206,1.80916,2.01693,2.61568
1274.8,0.944658,0.835871,2,3,0,-1273.49,1.89519,1.79188,1.97123,2.60508
1275.16,0.998375,0.835871,3,7,0,-1274.24,1.95041,2.00102,1.96799,2.62394
1274.44,0.902126,0.835871,2,7,0,-1273.26,1.86387,1.98668,1.9027,2.62074
1274.69,0.944862,0.835871,2,3,0,-1272.96,1.88118,1.89972,1.87207,2.56578
1274.82,0.655016,0.835871,2,3,0,-1269.38,2.0174,1.91116,1.87892,2.61629
1274.26,0.655347,0.835871,3,7,0,-1269.85,1.87115,1.92457,2.07622,2.61135
1275.97,0.900633,0.835871,2,3,0,-1272.83,1.93337,1.92652,1.9449,2.6349
1272.03,0.665152,0.835871,3,7,0,-1271.85,1.88078,1.82422,1.9415,2.47827
1273.63,0.994105,0.835871,3,7,0,-1271.26,1.87732,1.85333,2.03517,2.52129
1274.27,0.931027,0.835871,3,7,0,-1271.19,2.01674,2.00319,1.92366,2.6285
1274.12,0.85014,0.835871,2,3,0,-1271.21,2.00356,1.92829,2.06219,2.65518
1272.22,0.69039,0.835871,1,1,0,-1272.12,2.01614,1.92425,2.11201,2.66692
1275.77,1,0.835871,2,3,0,-1271.96,1.96066,1.8671,1.98031,2.64153
1275.74,0.998556,0.835871,3,7,0,-1275.39,1.90161,1.93717,1.94296,2.57235
1275.35,0.740997,0.835871,2,3,0,-1272.73,1.88373,1.89334,1.94145,2.65272
1271.39,0.646352,0.835871,2,3,0,-1269.94,1.89673,2.02014,1.99269,2.72333
1272.83,0.969491,0.835871,3,7,0,-1268.3,1.94813,1.77685,1.83509,2.62318
1273.4,1,0.835871,2,3,0,-1271.79,1.91536,1.82275,1.82928,2.57107
1273.63,1,0.835871,3,7,0,-1272.01,1.97695,1.98586,2.08485,2.58107
1271.81,0.891429,0.835871,2,3,0,-1271.5,1.90726,1.75785,1.82334,2.63096
1275.72,1,0.835871,2,7,0,-1272.08,1.88922,1.90948,2.00397,2.58267
1274.71,0.907433,0.835871,2,3,0,-1274.34,1.83691,1.93803,2.01198,2.61847
1273.24,0.850697,0.835871,2,3,0,-1272.08,2.01096,1.84969,2.02577,2.51044
1275.28,0.942526,0.835871,2,3,0,-1272.3,1.96548,1.88442,2.04702,2.58086
1275.76,1,0.835871,2,3,0,-1274.9,1.96867,1.96104,1.95802,2.58385
1272.8,0.72719,0.835871,2,3,0,-1272.49,1.87075,1.81033,1.82388,2.60407
1274.7,0.827473,0.835871,2,3,0,-1269.64,1.82091,1.92178,1.97397,2.592
1274.6,0.99503,0.835871,3,7,0,-1273.77,2.05532,1.89174,1.92163,2.60753
1275.33,0.998117,0.835871,3,7,0,-1273.82,1.9526,1.87051,1.89624,2.56423
1275.12,0.935835,0.835871,3,7,0,-1274.06,1.90725,1.93835,2.01337,2.65821
1275.01,0.94101,0.835871,2,3,0,-1273.82,1.92064,1.88217,2.06372,2.59018
1272.72,0.719935,0.835871,2,3,0,-1271.15,1.84921,2.03105,2.05333,2.60382
1273.5,0.645813,0.835871,3,7,0,-1267.25,1.91234,1.88598,2.11521,2.60535
1273.64,0.909857,0.835871,2,3,0,-1270.88,1.86009,1.7781,1.99798,2.638
1274.39,0.934639,0.835871,2,7,0,-1271.52,1.924,1.79303,1.95623,2.54873
1274.88,0.957971,0.835871,2,3,0,-1273.15,1.90364,1.92012,1.93992,2.52868
1274.83,0.932942,0.835871,3,7,0,-1273.31,1.97394,1.91612,2.06585,2.57913
1274.05,0.907664,0.835871,3,7,0,-1272.58,1.93493,1.88495,1.86117,2.67388
1274.36,1,0.835871,2,3,0,-1273.74,1.93992,1.8718,1.85042,2.64917
1275.26,1,0.835871,2,3,0,-1274.19,1.94777,1.94648,2.04288,2.58044
1273.54,0.85518,0.835871,2,7,0,-1272.62,1.93651,1.95945,1.90416,2.50416
1272.61,0.928916,0.835871,3,7,0,-1271.13,1.89623,1.96616,2.0281,2.49096
1268.75,0.766473,0.835871,3,7,0,-1267.95,1.83951,1.92556,1.98844,2.42484
1271.45,0.884131,0.835871,2,3,0,-1264.59,1.78268,1.97584,2.08453,2.59332
1274.1,0.695507,0.835871,2,3,0,-1266.57,1.88491,1.77408,2.00222,2.61162
1273.32,0.898518,0.835871,3,7,0,-1271.19,1.96323,2.05804,1.95944,2.6402
1273.36,1,0.835871,3,7,0,-1272.25,1.9608,1.73917,1.9901,2.57769
1275.07,0.660082,0.835871,1,3,0,-1268.21,1.86775,1.95262,2.01523,2.62463
1275.73,0.925962,0.835871,2,3,0,-1273.79,1.93918,1.90383,1.93586,2.6505
1274.93,0.738601,0.835871,3,7,0,-1272.78,1.86901,1.89363,1.99804,2.547
1274.8,0.935983,0.835871,2,3,0,-1273.46,1.88862,1.9247,2.06028,2.62307
1275.86,0.796051,0.835871,1,3,0,-1272.2,1.98321,1.88989,1.92078,2.60223
1275.11,0.760987,0.835871,2,3,0,-1273.45,1.85812,1.94333,1.91385,2.60022
1273.28,0.874853,0.835871,2,3,0,-1272.98,1.82798,1.92097,1.84271,2.58591
1275.85,0.968998,0.835871,2,7,0,-1272.95,1.87962,1.91013,1.94956,2.60309
1270.02,0.511897,0.835871,2,3,0,-1269.81,2.0517,1.83641,2.13797,2.53809
1274.53,0.914776,0.835871,2,3,0,-1268.26,1.93019,1.96619,2.05328,2.55945
1275.59,1,0.835871,2,7,0,-1274.12,1.87493,1.9349,1.93735,2.61762
1274.05,0.864321,0.835871,2,7,0,-1273.55,1.92025,1.87182,2.08576,2.56131
1275.52,1,0.835871,2,3,0,-1273.96,1.96703,1.94524,1.90093,2.6218
1275.7,0.831962,0.835871,2,3,0,-1273.44,1.89021,1.87156,1.98071,2.6321
1273.49,0.616483,0.835871,2,3,0,-1270.78,2.05075,1.88511,1.95884,2.52085
1273.21,0.97691,0.835871,3,7,0,-1270.93,1.93897,1.89089,2.11634,2.64459
1272.77,0.939085,0.835871,3,7,0,-1270.06,1.93618,1.8477,2.12245,2.639
1273.66,0.994224,0.835871,3,7,0,-1271.01,1.99131,1.90495,1.83639,2.54927
1272.72,0.93318,0.835871,2,7,0,-1271.13,1.94572,1.88411,2.1082,2.67551
1274.9,0.998842,0.835871,2,7,0,-1271.87,1.93407,1.81553,1.91507,2.64306
1273.62,0.893466,0.835871,2,7,0,-1272.44,1.83427,1.8369,2.05813,2.61001
1271.57,0.85761,0.835871,2,7,0,-1269.36,1.78115,1.9343,1.88172,2.52543
1271.72,1,0.835871,3,7,0,-1270.03,1.7829,1.93106,1.91038,2.51528
1271.63,0.977887,0.835871,2,7,0,-1271,2.10329,1.87353,1.98102,2.68799
1272.86,1,0.835871,2,3,0,-1270.28,2.09794,1.83358,1.99603,2.61177
1274.5,1,0.835871,2,3,0,-1271.79,2.05982,1.94387,1.9503,2.59922
1274.49,0.993406,0.835871,3,7,0,-1273.08,2.0037,1.99932,2.02142,2.60058
1274.07,0.96884,0.835871,3,7,0,-1272.89,2.04292,1.9157,2.02274,2.65885
1270.55,0.657539,0.835871,2,3,0,-1269.03,1.71913,1.90108,1.92596,2.54901
1270.26,0.969046,0.835871,2,7,0,-1267.57,1.72498,1.92834,1.86459,2.63373
1274.67,1,0.835871,2,3,0,-1269.53,1.82154,1.92602,1.9882,2.60945
1276.16,0.850212,0.835871,2,3,0,-1272.71,1.95638,1.91589,1.96272,2.58493
1275.84,0.879064,0.835871,2,7,0,-1275.05,1.89846,1.86187,1.97498,2.62013
1272.94,0.770796,0.835871,2,3,0,-1272.65,1.92959,2.05799,2.04217,2.59565
1274.28,1,0.835871,2,3,0,-1271.94,1.91323,1.79495,1.88488,2.58681
1275.66,0.989711,0.835871,2,7,0,-1274.19,1.96051,1.97165,1.96936,2.62331
1275.75,0.936745,0.835871,2,3,0,-1274.75,1.90425,1.94134,1.98995,2.57672
1275.67,0.990789,0.835871,3,7,0,-1275.55,1.89828,1.95091,1.96992,2.57519
1275.45,0.778672,0.835871,1,3,0,-1273.09,2.01729,1.8609,1.96853,2.60579
1274.16,0.616135,0.835871,2,3,0,-1270.96,1.93759,1.97138,1.90246,2.52669
1269.74,0.692943,0.835871,2,3,0,-1268.66,2.0442,1.82281,1.97183,2.74971
1276.04,1,0.835871,2,3,0,-1270.21,1.97496,1.8804,1.98744,2.60515
1274.13,0.769746,0.835871,2,3,0,-1273.73,1.97539,1.9157,2.06978,2.54456
1275.8,0.987811,0.835871,2,3,0,-1273.76,1.92314,1.86106,2.01069,2.59615
1276.07,0.948629,0.835871,3,7,0,-1275.28,1.94408,1.93275,1.93479,2.61399
1276.05,0.978086,0.835871,2,7,0,-1275.69,1.95349,1.8741,1.96651,2.57963
1274.57,0.865212,0.835871,2,3,0,-1274.39,1.96931,2.01004,1.98411,2.56281
1275.22,1,0.835871,2,3,0,-1274.41,1.92167,1.81382,1.97251,2.63409
1273.13,0.5497,0.835871,2,3,0,-1269.66,1.92387,1.83125,2.01506,2.49735
1273.29,0.999668,0.835871,3,7,0,-1271.17,1.90564,1.94833,1.92699,2.71088
1275.04,0.980406,0.835871,2,3,0,-1272.28,1.84259,1.92129,1.99775,2.62061
1275.25,0.852815,0.835871,2,7,0,-1272.65,1.99292,1.84214,1.92579,2.63414
1274.18,0.894015,0.835871,3,7,0,-1273.35,1.84926,1.91638,1.85919,2.61246
1275.5,0.838257,0.835871,2,3,0,-1271.71,1.93456,1.85674,1.9666,2.55205
1276.03,0.904542,0.835871,2,3,0,-1274.29,1.95022,1.93976,1.99358,2.60395
1272.99,0.710809,0.835871,2,3,0,-1272.68,1.94606,1.94727,1.97584,2.48033
1272.36,0.873219,0.835871,2,3,0,-1270.04,2.04989,1.84194,1.87466,2.68301
1274.25,0.878535,0.835871,2,3,0,-1269.24,1.95662,1.83305,1.86089,2.56187
1275.06,0.926319,0.835871,2,7,0,-1272.46,1.92005,1.96702,1.89468,2.5716
1275.65,1,0.835871,2,3,0,-1274.7,1.98013,1.92949,1.99711,2.63929
1275.08,0.930319,0.835871,2,7,0,-1274.43,1.93743,1.96649,2.03499,2.57202
1273.3,0.716994,0.835871,2,3,0,-1271.42,1.88063,1.87668,1.82668,2.65309
1273.06,0.982022,0.835871,3,7,0,-1271.84,2.00241,1.89257,2.1097,2.56363
1274.08,0.955244,0.835871,3,7,0,-1271.22,1.8931,1.93856,1.87573,2.67142
1274.19,1,0.835871,2,3,0,-1273.5,1.9054,1.92636,1.91417,2.69075
1275.71,0.903036,0.835871,2,3,0,-1272.83,1.99527,1.94539,1.94658,2.61535
1269.24,0.508266,0.835871,2,3,0,-1267.75,2.11184,2.03063,1.9234,2.51054
1271.58,1,0.835871,2,3,0,-1269.18,1.78939,1.81276,2.02429,2.67503
1273.78,1,0.835871,2,3,0,-1270.37,2.05909,1.89202,1.91871,2.54547
1275.15,0.926856,0.835871,2,3,0,-1272.47,2.03264,1.92603,1.98394,2.62569
1275.72,0.96773,0.835871,2,3,0,-1274.56,1.9761,1.86933,1.98768,2.63734
1275.64,0.975367,0.835871,3,7,0,-1275.06,1.92358,1.95148,1.92919,2.5707
1274.5,0.881417,0.835871,2,3,0,-1274.1,1.96826,1.77314,1.96761,2.6065
1272.02,0.828694,0.835871,2,3,0,-1271.48,1.99655,1.73227,2.0589,2.61175
1271.57,0.84335,0.835871,2,3,0,-1267.63,2.07268,1.83646,1.83471,2.65364
1274.26,0.973884,0.835871,2,7,0,-1270.87,1.80345,1.90116,1.98453,2.59681
1274.82,0.882755,0.835871,3,7,0,-1271.96,2.03295,1.8654,1.99125,2.56633
1271.15,0.726939,0.835871,2,7,0,-1270.22,1.84878,2.08799,1.94722,2.55807
1271.89,0.848153,0.835871,2,3,0,-1266.77,1.89532,1.94653,1.9499,2.4633
1270.7,0.828471,0.835871,3,7,0,-1266.84,1.94779,1.87473,2.06009,2.74595
1271.17,0.989679,0.835871,3,7,0,-1267.78,1.93486,1.85188,2.02488,2.74554
1273.05,1,0.835871,2,3,0,-1269.13,1.93014,2.07042,1.9381,2.58538
1275.82,0.988825,0.835871,2,3,0,-1272.55,1.98281,1.95029,1.98035,2.59721
1274.84,0.84377,0.835871,2,3,0,-1274.07,1.96145,1.95446,1.95468,2.53015
1275.18,1,0.835871,3,7,0,-1274,1.9429,1.85218,1.87981,2.62191
1275.57,0.865255,0.835871,2,7,0,-1273.38,1.92085,1.85277,2.01278,2.62914
1275.98,0.862109,0.835871,2,3,0,-1273.97,1.95894,1.9489,1.96114,2.61804
1275.37,0.851919,0.835871,2,3,0,-1274.38,1.94477,1.84802,2.00974,2.56196
1273.11,0.665254,0.835871,2,3,0,-1271.48,1.98367,1.96173,2.09972,2.55524
1275.88,1,0.835871,2,3,0,-1273.29,1.88595,1.91059,1.95906,2.62131
1272.59,0.623702,0.835871,2,3,0,-1271.61,1.83261,1.99264,1.87913,2.66631
1275.6,1,0.835871,2,3,0,-1272.59,2.00068,1.93065,1.93486,2.57991
1275.59,0.999904,0.835871,3,7,0,-1275.1,1.88038,1.8591,1.98972,2.61451
1275.15,0.779961,0.835871,2,3,0,-1272.78,1.96543,1.99879,1.99193,2.60185
1274.72,0.965756,0.835871,3,7,0,-1273.83,1.93296,1.85967,2.00688,2.6769
1275.94,1,0.835871,2,3,0,-1274.62,1.93011,1.8919,1.91167,2.61242
1274.78,0.762743,0.835871,2,3,0,-1273.4,1.88887,1.93852,1.93924,2.5336
1272.82,0.759422,0.835871,2,3,0,-1271.12,1.76814,1.95519,1.97483,2.58142
1275.23,1,0.835871,2,3,0,-1272.83,1.8655,1.95697,1.99141,2.58678
1275.28,0.881821,0.835871,2,7,0,-1273.21,1.96295,1.83735,1.981,2.65061
1275.58,1,0.835871,2,3,0,-1275.02,1.93214,1.87655,2.00197,2.65002
1275.65,0.909228,0.835871,2,7,0,-1274.18,1.97425,1.913,1.89693,2.59505
1272.31,0.720361,0.835871,2,3,0,-1271.5,1.9081,2.08553,1.94051,2.5793
1271.33,0.951249,0.835871,2,7,0,-1269.21,2.0039,1.70917,2.04972,2.60545
1273.34,1,0.835871,2,3,0,-1270.95,1.90042,2.057,1.92462,2.60797
1271.9,0.893753,0.835871,2,3,0,-1269.82,2.11407,1.85485,2.0045,2.65379
1273.73,1,0.835871,3,7,0,-1270.07,1.95204,1.95369,1.82077,2.5814
1272.53,0.850652,0.835871,2,3,0,-1270.91,1.91681,1.9135,2.08419,2.70034
1273.2,0.994597,0.835871,3,7,0,-1270.16,1.99902,1.98367,1.82645,2.61358
1275.66,0.991205,0.835871,3,7,0,-1273.08,1.91149,1.87885,1.91218,2.57509
1274.66,0.742872,0.835871,2,3,0,-1272.33,2.05747,1.88969,1.98087,2.58864
1274.6,0.998481,0.835871,3,7,0,-1274.15,2.05889,1.90261,1.99171,2.59111
1273.86,0.920585,0.835871,2,3,0,-1272.56,1.83472,1.86253,1.86632,2.61788
1270.84,0.811178,0.835871,2,3,0,-1270.04,1.7451,1.82857,1.88123,2.56984
1274.95,1,0.835871,2,3,0,-1270.69,1.8527,1.8359,1.94621,2.61094
1274.13,0.886792,0.835871,2,3,0,-1272.87,1.88157,1.9133,1.84279,2.57286
1274.91,0.960221,0.835871,3,7,0,-1273,1.90843,1.95782,1.90989,2.65783
1275.8,0.982444,0.835871,2,3,0,-1274.38,1.90564,1.90542,1.90783,2.60101
1275.27,0.902295,0.835871,2,3,0,-1274.51,1.98486,1.93904,2.02946,2.63287
1275.14,0.992684,0.835871,2,3,0,-1274.79,1.97022,1.9247,2.01525,2.6611
1274.33,0.859948,0.835871,2,3,0,-1273.02,1.88233,1.99716,2.00453,2.65002
1273.97,0.976686,0.835871,3,7,0,-1273.5,1.98631,1.78028,1.92204,2.56085
1274.74,0.947339,0.835871,2,3,0,-1272.64,1.88028,1.80683,1.92869,2.58544
1273.23,0.64683,0.835871,2,7,0,-1269.5,1.99868,1.86733,1.84641,2.67469
1275.67,1,0.835871,2,3,0,-1272.98,1.96253,1.92598,1.89694,2.59463
1275.11,0.9397,0.835871,2,3,0,-1274.72,1.9739,1.85515,2.04274,2.58094
1275.52,0.726722,0.835871,2,3,0,-1271.53,1.9178,1.88287,1.95372,2.65865
1275.42,0.966134,0.835871,2,3,0,-1274.93,1.919,1.95293,1.98802,2.55545
1275.89,0.997554,0.835871,2,3,0,-1275.29,1.94916,1.88503,1.92636,2.63388
1273.94,0.811506,0.835871,2,3,0,-1273.54,2.03278,1.86989,1.88616,2.54842
1275.02,0.993987,0.835871,2,7,0,-1273.08,1.88105,1.9336,1.93753,2.54541
1275.41,0.842588,0.835871,2,3,0,-1272.88,1.91546,1.81557,1.97435,2.59853
1274.5,0.903655,0.835871,2,3,0,-1273.85,1.89711,1.94801,1.8557,2.62597
1275.51,0.972922,0.835871,2,3,0,-1273.82,1.92986,1.8742,2.04012,2.59857
1275.89,1,0.835871,2,3,0,-1275.29,1.90873,1.95138,1.95473,2.61322
1273.46,0.737622,0.835871,2,7,0,-1272.71,1.82198,1.99689,2.02336,2.59784
1272.15,0.864358,0.835871,2,3,0,-1270.16,2.10586,1.80465,1.95904,2.61824
1271.91,0.988995,0.835871,2,7,0,-1271.16,1.77879,2.00675,1.96285,2.55389
1270.42,0.785094,0.835871,1,1,0,-1269.9,1.7427,2.02789,1.97633,2.57505
1267.12,0.793556,0.835871,2,3,0,-1264.63,2.14005,1.75432,1.81562,2.62171
1270.45,1,0.835871,2,3,0,-1265.08,1.77168,2.04359,2.03269,2.63607
1274.64,1,0.835871,3,7,0,-1270.38,1.95589,1.78233,1.9863,2.58273
1275.66,1,0.835871,2,3,0,-1274.28,1.9123,1.90251,1.91335,2.56928
1275.57,0.794857,0.835871,3,7,0,-1273.28,1.99463,1.95018,1.99167,2.58481
1275.21,0.963681,0.835871,3,7,0,-1274.66,1.96934,1.80659,1.94595,2.60289
1274.51,0.883762,0.835871,2,3,0,-1273.39,2.02271,1.85424,1.97418,2.54261
1275.72,1,0.835871,2,3,0,-1274.34,1.94728,1.96809,1.94636,2.62313
1273.93,0.828605,0.835871,2,3,0,-1273.57,2.0137,1.80325,1.90825,2.55879
1275.26,0.996614,0.835871,2,3,0,-1273.08,1.95833,1.89326,1.94549,2.53603
