# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = model_4ba3117b2609_model
# start_datetime = 2025-01-25 20:50:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/Rtmpi9m7ws/standata-910146e27e83.json
# init = 2 (Default)
# random
#   seed = 1773305174
# output
#   file = /home/lbelzile/Documents/Personnel/MEGAsync/Website/MATH80601A/models/Poisson_simple-1.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /home/lbelzile/Documents/Personnel/MEGAsync/Website/MATH80601A/models/poisson_simple-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4
# Adaptation terminated
# Step size = 0.835871
# Diagonal elements of inverse mass matrix:
# 0.00473754, 0.00482306, 0.0045384, 0.0023782
1276.07,0.643913,0.835871,2,3,0,-1269.11,1.94615,1.86938,1.94777,2.61996
1275.64,0.920737,0.835871,2,3,0,-1275.18,1.92134,1.9586,2.01266,2.59753
1272.34,0.519044,0.835871,2,3,0,-1270.05,1.82243,1.92785,1.9825,2.49544
1272.42,0.888726,0.835871,2,3,0,-1269.98,2.08677,1.8264,1.95942,2.66678
1274.22,1,0.835871,2,3,0,-1272.31,2.06584,1.85098,1.96468,2.61535
1275.14,1,0.835871,3,7,0,-1273.44,1.88616,1.90712,1.91447,2.65472
1275.97,0.999667,0.835871,2,7,0,-1275.08,1.9753,1.93336,1.99205,2.60656
1274.5,0.766236,0.835871,2,3,0,-1273.63,1.99456,1.96609,1.9684,2.53246
1272.13,0.741827,0.835871,2,7,0,-1270.38,1.79086,2.02964,1.93592,2.61168
1272.06,0.985547,0.835871,3,7,0,-1269.35,1.83959,1.98272,1.86452,2.68472
1275.09,1,0.835871,2,3,0,-1271.7,2.0101,1.90849,2.03008,2.63216
1274.91,0.960419,0.835871,2,7,0,-1274.04,1.95736,1.86288,1.86284,2.58507
1275.11,0.789965,0.835871,2,3,0,-1272.03,1.92722,1.96704,1.93808,2.65884
1275.18,0.965122,0.835871,3,7,0,-1273.98,1.92955,1.82423,1.99524,2.56352
1274.29,0.917762,0.835871,2,3,0,-1273.81,1.91204,2.00918,1.93027,2.6552
1274.77,1,0.835871,2,3,0,-1274.01,1.87911,1.99375,1.95177,2.63487
1274.03,0.851201,0.835871,2,3,0,-1272.37,1.80801,1.96196,1.94432,2.59904
1271.43,0.832779,0.835871,2,3,0,-1270.65,1.73534,1.90671,1.9184,2.64391
1272.62,0.997721,0.835871,2,7,0,-1269.54,1.78067,1.85074,2.03359,2.63373
1271.04,0.916061,0.835871,2,3,0,-1270.49,1.77494,1.87049,2.07338,2.66977
1274.72,1,0.835871,2,3,0,-1270.41,1.92997,1.83195,1.87044,2.62431
1273.58,0.763155,0.835871,2,3,0,-1270.58,1.96466,2.04587,2.02377,2.61527
1271.27,0.723727,0.835871,2,7,0,-1268.03,2.00276,2.02806,1.89928,2.71005
1273.84,0.989564,0.835871,3,7,0,-1269.52,1.96678,1.91466,1.88437,2.51316
1274.68,0.982698,0.835871,2,3,0,-1272.55,1.9938,1.95584,2.03583,2.55896
1274.66,0.994372,0.835871,3,7,0,-1273.48,1.91414,1.95517,1.92202,2.67416
1273.03,0.856383,0.835871,2,7,0,-1271.71,1.79165,1.84755,2.03846,2.60647
1275.8,1,0.835871,2,3,0,-1273.26,1.99542,1.89746,1.95851,2.63044
1275.14,0.745669,0.835871,2,7,0,-1273.1,1.89215,1.81791,1.99012,2.58546
1275.8,0.9979,0.835871,3,7,0,-1274.81,1.96638,1.91099,1.9976,2.63993
1275.44,0.757744,0.835871,2,7,0,-1273.33,1.87108,1.9114,1.96231,2.5648
1275.78,1,0.835871,2,3,0,-1275.18,1.99805,1.90628,1.94032,2.62332
1275.4,0.88424,0.835871,3,7,0,-1274.41,1.85514,1.87817,1.96797,2.5908
1276.15,0.928695,0.835871,2,3,0,-1274.45,1.95326,1.91859,1.93754,2.6123
1275.46,0.818008,0.835871,2,7,0,-1274.34,1.88118,1.92166,2.02086,2.5896
1274.46,0.847671,0.835871,2,3,0,-1273.42,1.97113,1.83419,1.86871,2.63855
1276.16,0.864947,0.835871,2,3,0,-1273.05,1.9286,1.88782,1.99052,2.60254
1275.73,0.852261,0.835871,2,3,0,-1274.72,1.98788,1.86423,1.92914,2.59394
1275.36,0.901483,0.835871,2,3,0,-1274.44,1.97229,1.84296,2.02166,2.58593
1275.52,1,0.835871,2,7,0,-1275.22,1.92849,1.95724,1.91276,2.62993
1272.99,0.779715,0.835871,2,3,0,-1272.54,1.83677,1.8083,2.06716,2.6143
1273.09,0.927692,0.835871,3,7,0,-1269.84,2.08402,1.91998,2.02235,2.65062
1275.01,1,0.835871,2,3,0,-1272.13,1.98572,1.88407,1.93168,2.53756
1275.78,0.654605,0.835871,2,3,0,-1270.44,1.9528,1.83759,1.98074,2.59709
1275.73,0.990921,0.835871,3,7,0,-1275.32,1.99665,1.93892,1.94555,2.59037
1272.83,0.715547,0.835871,3,7,0,-1272.27,1.96937,1.72095,1.992,2.59768
1275.53,0.987872,0.835871,2,3,0,-1272.47,1.94645,1.83577,1.96512,2.56684
1274.69,0.778628,0.835871,2,3,0,-1272.78,1.93523,1.94147,1.87027,2.55523
1273.99,0.947052,0.835871,3,7,0,-1272.88,2.04135,1.89366,1.90247,2.54367
1272.63,0.828625,0.835871,2,3,0,-1270.62,1.7836,1.94641,2.0525,2.61294
1274.75,0.955422,0.835871,2,3,0,-1271.05,1.87855,1.83267,2.02304,2.63553
1273.88,0.920152,0.835871,3,7,0,-1272.98,1.92694,1.90033,2.08154,2.66444
1276.04,1,0.835871,2,3,0,-1274.13,1.90991,1.92001,1.93456,2.59799
1275.06,0.660241,0.835871,2,3,0,-1272.1,1.94358,1.8459,1.9662,2.66801
1273.29,0.78531,0.835871,2,3,0,-1272.07,1.86484,1.97944,1.86286,2.65944
1273.83,0.824602,0.835871,2,3,0,-1269.83,1.85682,1.99004,1.93349,2.54148
1273.28,0.941933,0.835871,2,7,0,-1271.46,1.89313,1.80188,2.08421,2.61982
1275.13,1,0.835871,2,3,0,-1272.53,1.9578,1.89813,1.98281,2.53127
1275.71,0.976036,0.835871,2,3,0,-1274.63,1.90736,1.87329,1.9927,2.56827
1274.99,0.937004,0.835871,3,7,0,-1274.7,1.87402,1.85081,1.92778,2.5608
1273.78,0.683823,0.835871,2,3,0,-1270.51,2.02349,1.99568,2.0277,2.56115
1274.67,1,0.835871,2,3,0,-1273.62,1.86877,1.814,1.93267,2.62945
1275.9,0.998944,0.835871,3,7,0,-1274.58,1.97978,1.88422,1.98833,2.58055
1275.08,0.871483,0.835871,2,3,0,-1274.45,1.85992,1.93,1.96418,2.64851
1272.21,0.557363,0.835871,2,3,0,-1269.66,1.99477,2.01957,1.91952,2.7017
1274.91,0.933529,0.835871,2,7,0,-1270.34,1.87652,1.9053,1.91026,2.65746
1274.77,0.872884,0.835871,3,7,0,-1272.63,2.02473,1.8602,1.98225,2.55448
1275.27,0.885446,0.835871,2,3,0,-1272.76,1.89317,1.90286,2.00216,2.65686
1275.14,0.887245,0.835871,3,7,0,-1273.68,1.9413,2,1.98899,2.62145
1273.93,0.752771,0.835871,2,7,0,-1271.78,2.04521,1.92268,1.93988,2.67313
1273.09,0.96676,0.835871,2,7,0,-1272.85,1.84165,1.87955,1.98625,2.50355
1275.44,0.966495,0.835871,2,3,0,-1272.22,1.90743,1.87962,1.90587,2.56631
1274.48,0.92615,0.835871,2,7,0,-1273.8,1.94492,1.91128,1.8729,2.66872
1274.57,1,0.835871,3,7,0,-1273.42,1.947,1.91824,1.85876,2.65206
1273.34,0.851932,0.835871,2,3,0,-1272.24,1.85181,1.81634,2.03444,2.54235
1274.23,0.99856,0.835871,3,7,0,-1272.13,1.90281,1.93213,1.84017,2.63266
1273.24,0.858647,0.835871,2,3,0,-1271.35,2.06182,1.90305,1.9014,2.67126
1275.21,1,0.835871,2,3,0,-1272.64,2.01148,1.88535,1.89797,2.59488
1274.82,0.813961,0.835871,2,3,0,-1272.62,1.85898,1.82597,1.98441,2.6253
1273.55,0.697337,0.835871,2,3,0,-1269.4,2.06822,1.83596,1.96446,2.64944
1273.7,0.927578,0.835871,2,3,0,-1270.97,2.02331,1.99179,2.04696,2.57163
1274.49,1,0.835871,2,3,0,-1272.69,1.99903,1.96929,1.96244,2.53542
1274.11,0.905969,0.835871,2,3,0,-1272.41,1.85243,1.96209,2.00613,2.54205
1273.95,0.953699,0.835871,3,7,0,-1271.82,1.94093,1.80575,1.91107,2.67421
1273.95,0.687755,0.835871,2,7,0,-1268.47,1.94093,1.80575,1.91107,2.67421
1275.53,1,0.835871,2,7,0,-1273.64,1.9913,1.89445,1.92374,2.5668
1275.01,0.957841,0.835871,3,7,0,-1274.42,1.88099,1.84959,1.89671,2.62543
1274.41,0.947927,0.835871,3,7,0,-1273.37,2.02779,1.86771,2.0285,2.64885
1275.1,0.997081,0.835871,3,7,0,-1274.01,1.9992,1.93436,1.99101,2.65791
1274.47,0.74138,0.835871,2,3,0,-1271.81,1.91479,1.84651,1.85226,2.586
1275.25,1,0.835871,2,3,0,-1274.34,1.97044,1.93067,2.04227,2.63118
1275.78,0.99794,0.835871,3,7,0,-1274.89,1.98004,1.93408,1.92108,2.59051
1275.54,0.986566,0.835871,2,3,0,-1275.43,1.99203,1.92439,1.9025,2.60357
1274.23,0.860296,0.835871,3,7,0,-1273.61,1.82943,1.8472,1.92973,2.56611
1274.65,0.939654,0.835871,2,3,0,-1272.72,1.94418,1.84279,1.88068,2.55415
1274.2,0.834508,0.835871,2,7,0,-1271.7,1.93571,1.93259,1.83636,2.63842
1274.66,0.999237,0.835871,3,7,0,-1273.36,1.94262,1.88538,1.89253,2.67303
1272.35,0.797766,0.835871,3,7,0,-1271.37,1.77465,1.94236,1.99044,2.53937
1270.38,0.893425,0.835871,2,3,0,-1269.39,2.13637,1.8031,1.95358,2.65106
1274.59,0.987835,0.835871,2,7,0,-1270.37,1.85425,1.91737,1.94241,2.54042
1274.35,0.969329,0.835871,2,7,0,-1273.15,2.05983,1.95094,1.94159,2.58738
1274.27,0.999718,0.835871,3,7,0,-1273.39,1.84255,1.83878,2.02163,2.63408
1275.72,1,0.835871,2,3,0,-1274.02,1.90835,1.83871,1.96312,2.61094
1274.84,0.914072,0.835871,2,3,0,-1274.48,1.97388,1.94934,1.87843,2.56506
1274.07,0.891691,0.835871,2,3,0,-1272.77,1.87106,1.90116,1.83819,2.61079
1275.57,0.98492,0.835871,2,3,0,-1273.58,1.93766,1.86452,1.9148,2.64036
1275.59,1,0.835871,3,7,0,-1275.35,1.95377,1.9477,2.0008,2.56481
1275.59,0.640334,0.835871,2,3,0,-1272.17,1.95377,1.9477,2.0008,2.56481
1275.83,0.889252,0.835871,2,3,0,-1274.16,1.94527,1.86776,1.91756,2.58434
1274.85,0.768856,0.835871,2,3,0,-1273.12,1.86858,1.86212,2.03468,2.57898
1275.76,0.998727,0.835871,2,7,0,-1274.54,1.92331,1.86129,1.9597,2.64118
1273.1,0.578958,0.835871,2,3,0,-1270.77,1.9817,1.95716,1.87175,2.51019
1275.59,0.964295,0.835871,2,3,0,-1272.31,1.991,1.87577,1.91675,2.58265
1275.99,0.981208,0.835871,2,3,0,-1275.31,1.96816,1.9001,1.94861,2.57466
1276.05,0.991296,0.835871,2,3,0,-1275.78,1.94171,1.86336,1.94662,2.59173
1274.83,0.678924,0.835871,1,3,0,-1272.75,1.97202,2.00912,1.99365,2.61741
1275.18,0.926533,0.835871,2,3,0,-1273.57,1.98931,1.9549,2.02859,2.58226
1274.54,0.931718,0.835871,2,3,0,-1273.76,1.86389,1.82885,1.95707,2.55288
1275.29,0.951152,0.835871,2,3,0,-1273.63,1.85771,1.85411,1.95813,2.60437
1276.11,0.974092,0.835871,2,3,0,-1274.87,1.91988,1.90653,1.99059,2.58948
1273.49,0.583738,0.835871,2,3,0,-1271.85,1.90525,2.05546,1.95969,2.62739
1270.06,0.542873,0.835871,2,3,0,-1266.26,1.93524,2.02948,2.15596,2.57742
1275.79,1,0.835871,2,3,0,-1270.35,1.90611,1.90428,1.9656,2.56232
1274.49,0.699966,0.835871,2,3,0,-1272.73,1.91083,1.88044,1.83997,2.6057
1275.18,1,0.835871,3,7,0,-1273.7,1.93025,1.96184,1.99157,2.54821
1273.5,0.831878,0.835871,2,3,0,-1272.74,1.88976,1.88172,1.81949,2.63779
1273.77,0.994889,0.835871,3,7,0,-1272.24,1.87193,1.89945,1.88751,2.68353
1275.07,0.983944,0.835871,2,7,0,-1273.3,2.00448,1.95412,2.02302,2.5812
1275.41,0.999388,0.835871,3,7,0,-1274.46,1.93474,1.91435,1.88815,2.57087
1275.66,1,0.835871,2,3,0,-1275.07,1.9635,1.87591,2.02862,2.61311
1273.94,0.745351,0.835871,2,3,0,-1272.5,1.97007,1.79304,1.95621,2.67258
1272.9,0.869491,0.835871,2,3,0,-1270.81,1.89219,1.87052,1.79495,2.61443
1270.5,0.780833,0.835871,2,3,0,-1268.32,1.86319,2.01488,2.12509,2.66403
1275.5,0.994667,0.835871,3,7,0,-1270.83,1.9814,1.90091,1.89072,2.61423
1274.48,0.864409,0.835871,2,3,0,-1273.74,2.0244,1.8208,2.01833,2.60654
1275.42,0.734128,0.835871,2,3,0,-1271.13,1.92616,1.95483,1.94146,2.65239
1275.42,0.688698,0.835871,2,3,0,-1272.29,1.92616,1.95483,1.94146,2.65239
1274.86,0.968898,0.835871,2,3,0,-1274.55,1.87145,1.9646,1.92833,2.64551
1273.69,0.753348,0.835871,2,3,0,-1271.19,1.98303,1.90079,1.98015,2.70827
1275.68,1,0.835871,2,3,0,-1273.52,1.90762,1.88774,2.02619,2.59602
1272.99,0.786254,0.835871,2,3,0,-1272.67,2.07125,1.87283,1.91534,2.67278
1274.11,1,0.835871,3,7,0,-1271.63,1.87378,1.78556,1.93013,2.57518
1274.9,0.970259,0.835871,2,3,0,-1272.54,1.97583,1.94839,2.02842,2.65531
1275.63,0.994376,0.835871,2,3,0,-1274.6,1.91187,1.87285,1.93837,2.56074
1274.92,0.900048,0.835871,2,3,0,-1274.24,1.9077,1.81347,1.99348,2.56438
1273.83,0.87819,0.835871,2,3,0,-1272.63,1.92019,1.83276,2.02627,2.68615
1274.77,0.646392,0.835871,2,7,0,-1268.96,2.0285,1.8695,1.96938,2.55278
1275.29,1,0.835871,3,7,0,-1274.1,1.89337,1.85536,1.90017,2.62081
1274.33,0.914356,0.835871,2,3,0,-1273.68,1.87493,1.85531,1.87394,2.56146
1274.46,0.969188,0.835871,2,3,0,-1273.08,1.94342,1.97304,1.96827,2.68168
1274.34,0.967598,0.835871,3,7,0,-1272.67,2.03548,1.93491,1.90649,2.55532
1273.55,0.794596,0.835871,2,3,0,-1270.96,1.79255,1.9215,2.02486,2.59717
1273.55,0.963162,0.835871,3,7,0,-1271.14,1.961,1.97857,2.00209,2.69809
1275.2,0.943349,0.835871,3,7,0,-1272.69,1.90688,1.86483,1.96293,2.54144
1275.24,0.996007,0.835871,3,7,0,-1274.3,1.94273,1.89235,1.97058,2.67263
1275.72,0.899074,0.835871,3,7,0,-1274.12,1.97206,1.87715,1.92608,2.6363
1275.29,0.965412,0.835871,2,3,0,-1274.96,1.99097,1.89656,1.88362,2.61147
1273,0.794833,0.835871,2,7,0,-1272.3,1.93543,1.74102,2.03996,2.61365
1274.51,0.912793,0.835871,2,3,0,-1271.26,1.98367,1.86044,2.06609,2.57345
1274.29,0.986867,0.835871,3,7,0,-1273.53,1.91058,1.92452,1.83702,2.62903
1274.02,0.949161,0.835871,2,3,0,-1272.54,1.87629,1.88779,2.06828,2.65453
1275.54,1,0.835871,3,7,0,-1273.63,1.98397,1.97024,1.98681,2.60191
1275.67,0.984368,0.835871,3,7,0,-1274.91,1.87735,1.93131,1.94353,2.58806
1275.99,0.990788,0.835871,3,7,0,-1275.49,1.98277,1.88444,1.98651,2.59956
1269.95,0.538949,0.835871,2,3,0,-1269.76,1.9147,2.03183,1.83862,2.48602
1272.15,1,0.835871,2,3,0,-1269.54,1.98931,1.80146,2.02425,2.70928
1273.34,0.971299,0.835871,2,3,0,-1270.29,2.02228,1.98675,1.86792,2.5559
1272.56,0.874996,0.835871,2,3,0,-1269.95,1.90257,1.90123,1.93897,2.47202
1271.82,0.960657,0.835871,2,7,0,-1270.33,2.01607,1.89871,2.03834,2.72508
1274.73,1,0.835871,2,7,0,-1271.06,1.87771,1.9814,2.02149,2.58181
1274.18,0.638136,0.835871,2,3,0,-1269.29,2.01131,1.88116,1.95486,2.68697
1273.54,0.949345,0.835871,3,7,0,-1271.82,2.02442,1.77944,1.90093,2.60826
1273.82,0.96864,0.835871,3,7,0,-1271.11,1.84638,2.0214,1.95763,2.60726
1276.04,1,0.835871,2,3,0,-1273.94,1.92603,1.89727,1.97652,2.63381
1274.87,0.859505,0.835871,3,7,0,-1274.51,1.99292,1.91027,1.94656,2.67466
1272.89,0.639106,0.835871,2,3,0,-1270.5,1.87243,2.01493,1.89094,2.67109
1273.99,0.965746,0.835871,2,3,0,-1271.65,2.01296,1.89733,2.02381,2.52349
1274.79,0.947788,0.835871,3,7,0,-1272.46,2.00357,1.88795,1.8657,2.60642
1274.94,0.980074,0.835871,2,3,0,-1273.68,1.87291,1.9343,1.88179,2.59459
1272.95,0.850703,0.835871,2,3,0,-1272.38,1.7894,1.89389,1.87322,2.62106
1275.34,1,0.835871,2,3,0,-1272.92,2.0281,1.93081,1.97102,2.59688
1274.04,0.867847,0.835871,2,7,0,-1273.05,1.94308,1.97347,2.08444,2.58819
1275.65,0.882838,0.835871,2,3,0,-1272.48,1.89762,1.85515,2.00059,2.58989
1275.94,1,0.835871,2,3,0,-1275.41,1.93136,1.87429,1.94062,2.63303
1275.08,0.885024,0.835871,2,3,0,-1274.54,1.9039,1.91258,1.86937,2.62324
1275.01,0.976507,0.835871,3,7,0,-1273.9,1.85882,1.9509,1.97114,2.64195
1273.88,0.885824,0.835871,3,7,0,-1272.87,2.00097,1.8952,2.07473,2.55015
1274.67,0.855223,0.835871,2,7,0,-1271.26,1.92324,1.7871,1.98033,2.5735
1275.5,0.923081,0.835871,2,3,0,-1273.16,1.89415,1.96292,1.97783,2.63001
1273.89,0.80492,0.835871,2,3,0,-1273.07,1.87592,1.89054,2.0899,2.58301
1274.23,0.792253,0.835871,3,7,0,-1270.17,1.9653,1.8389,1.88462,2.66801
1274.7,1,0.835871,2,3,0,-1274.05,1.96696,1.86384,1.91008,2.67298
1272.5,0.771355,0.835871,2,3,0,-1270.9,2.03233,1.80816,1.83091,2.58664
1275.37,1,0.835871,2,3,0,-1272.41,1.9642,1.97614,2.00888,2.62089
1276.04,0.805678,0.835871,2,3,0,-1273.14,1.94776,1.89982,1.93999,2.57542
1273.84,0.803578,0.835871,2,3,0,-1273.67,2.0093,2.00789,1.98989,2.66012
1272.36,0.65909,0.835871,2,3,0,-1268.99,1.94913,2.06484,1.87081,2.58016
1274.97,1,0.835871,2,3,0,-1272,1.91661,1.8647,1.99501,2.67167
1275.44,0.619954,0.835871,2,3,0,-1269.65,1.86003,1.93004,1.93953,2.60015
1273.39,0.795861,0.835871,3,7,0,-1272.58,1.88343,1.84171,1.96201,2.50097
1274.46,0.940545,0.835871,2,3,0,-1271.85,2.00235,1.86354,1.9589,2.52593
1272.23,0.848422,0.835871,2,3,0,-1271.55,1.97932,1.82336,2.03955,2.49043
1272.93,1,0.835871,2,3,0,-1271.24,1.92401,1.82391,2.0791,2.52863
1272.41,0.948769,0.835871,3,7,0,-1269.6,1.88667,1.92561,1.87007,2.71217
1273.53,0.991335,0.835871,3,7,0,-1269.86,2.05807,1.8653,1.89042,2.65143
1275.69,0.793247,0.835871,2,3,0,-1270.93,1.93501,1.95467,2.0023,2.62937
1276,0.999854,0.835871,3,7,0,-1275.52,1.96207,1.9114,2.00902,2.60079
1275.5,0.956242,0.835871,3,7,0,-1275.44,1.98796,1.9153,2.02767,2.62161
1274.08,0.820967,0.835871,2,3,0,-1273.33,1.98346,2.02468,1.90493,2.59102
1273.33,0.915339,0.835871,3,7,0,-1271.52,2.06398,1.79778,1.9986,2.60379
1275.19,1,0.835871,2,3,0,-1272.88,2.0086,1.87887,2.0151,2.57026
1274.26,0.686195,0.835871,2,3,0,-1271.11,1.84065,1.92155,1.92016,2.54455
1274.71,0.980941,0.835871,3,7,0,-1272.81,2.01251,1.85493,2.04247,2.62102
1275.7,0.992703,0.835871,2,3,0,-1274.1,1.98358,1.9397,2.00921,2.59609
1275.25,0.859654,0.835871,2,3,0,-1273.88,1.9092,1.86679,1.92637,2.65775
1275.75,0.779468,0.835871,1,3,0,-1272.86,1.96198,1.88727,1.99183,2.56193
1275.83,0.981379,0.835871,2,3,0,-1275.32,1.93049,1.8557,2.00578,2.59877
1273.99,0.818983,0.835871,2,3,0,-1273.6,1.95256,1.77531,2.03115,2.6281
1272.68,0.862759,0.835871,2,7,0,-1271.23,1.85469,2.05388,1.95466,2.64309
1272.55,0.997037,0.835871,3,7,0,-1269.77,1.85318,1.82505,2.05119,2.52018
1270.69,0.873664,0.835871,2,3,0,-1269.17,2.04004,1.91996,1.85601,2.72536
1275.03,1,0.835871,2,3,0,-1269.86,1.99701,1.86082,1.9756,2.66126
1271.54,0.764557,0.835871,2,3,0,-1270.76,1.88104,2.09895,1.99208,2.5949
1272.81,1,0.835871,2,3,0,-1271.61,2.00324,1.73244,1.9382,2.62448
1272.56,0.983769,0.835871,2,3,0,-1271.68,1.98508,1.73819,1.95802,2.66557
1273.88,1,0.835871,2,3,0,-1271.62,1.9295,2.0456,1.98654,2.58001
1274.94,1,0.835871,2,3,0,-1273.92,1.93306,2.00438,2.00793,2.5936
1273.64,0.555157,0.835871,2,3,0,-1269.46,2.01313,1.84101,2.05156,2.66476
1275.78,0.995741,0.835871,2,3,0,-1273.35,1.94061,1.8464,1.96745,2.63132
1272.8,0.715111,0.835871,2,3,0,-1272.11,1.92949,1.72131,1.9686,2.63551
1274.62,0.980196,0.835871,2,3,0,-1271.63,2.0073,1.80012,1.96111,2.58146
1273.61,0.675398,0.835871,2,7,0,-1269.71,2.04435,1.95882,2.05947,2.62668
1274.99,0.991986,0.835871,2,7,0,-1272.59,1.97737,1.96734,1.88657,2.62056
1274.83,0.991799,0.835871,2,3,0,-1274.62,1.97088,1.96102,1.87639,2.63235
1274.81,0.9724,0.835871,2,7,0,-1273.73,1.93575,1.82337,1.94312,2.54258
1274.94,0.701793,0.835871,2,3,0,-1270.4,1.95554,1.97438,2.02335,2.56078
1272.33,0.803478,0.835871,3,7,0,-1272.09,1.99455,2.04779,2.00758,2.52872
1271.15,0.932722,0.835871,3,7,0,-1268.62,1.95968,1.9373,1.91967,2.44925
1273.14,1,0.835871,2,3,0,-1269.87,2.04887,1.92387,1.91336,2.51751
1273.02,0.990643,0.835871,3,7,0,-1270.55,1.85275,1.83742,1.98429,2.69872
1274.12,0.97789,0.835871,2,7,0,-1271.26,1.96117,1.78822,2.04601,2.59272
1275.76,0.996628,0.835871,2,3,0,-1273.72,1.98682,1.88065,2.00788,2.61271
1274.58,0.806646,0.835871,2,3,0,-1273.68,2.02594,1.94777,2.01077,2.55713
1276.06,0.967438,0.835871,2,3,0,-1274.11,1.93993,1.90298,2.00567,2.5938
1275.83,0.849435,0.835871,1,3,0,-1274.7,1.95058,1.8971,1.91271,2.63025
1275.39,0.939511,0.835871,2,3,0,-1274.91,1.93969,1.86645,2.03828,2.57964
1275.5,0.99908,0.835871,3,7,0,-1274.93,1.94465,1.92254,1.88293,2.61474
1275.54,0.965989,0.835871,2,3,0,-1274.77,1.92933,1.97662,1.92915,2.59576
1274.06,0.836954,0.835871,2,3,0,-1273.38,1.8407,1.87512,1.86794,2.58357
1274.52,0.98494,0.835871,2,7,0,-1272.95,2.05268,1.84518,1.96937,2.59524
1271.58,0.579652,0.835871,2,3,0,-1268.88,2.04465,1.84748,1.7954,2.57236
1273.52,1,0.835871,2,3,0,-1269.61,1.85676,1.77272,1.9124,2.61339
1274.55,0.964927,0.835871,2,3,0,-1272.68,1.98296,1.98,2.05311,2.60983
1275.33,0.961018,0.835871,2,3,0,-1273.6,2.01183,1.88223,2.00542,2.57583
1273.15,0.364501,0.835871,2,3,0,-1265.64,1.94141,1.77164,1.85203,2.58747
1272.12,0.917106,0.835871,3,7,0,-1269.77,1.83624,2.02999,1.91688,2.67317
1273.66,1,0.835871,3,7,0,-1270.63,2.08374,1.8626,1.92765,2.60723
1274.6,1,0.835871,3,7,0,-1272.45,1.99324,1.91713,1.94596,2.68231
1275.31,1,0.835871,2,3,0,-1274.11,1.92832,1.9008,1.99344,2.5393
1275.69,0.724377,0.835871,2,3,0,-1271.79,1.94017,1.88179,1.90844,2.5723
1275.06,0.659784,0.835871,3,7,0,-1271.71,1.84992,1.84878,1.98038,2.611
1274.24,0.948441,0.835871,2,3,0,-1273.67,1.8508,1.80919,1.91283,2.60426
1273.43,0.939258,0.835871,3,7,0,-1272.59,2.06738,1.97007,2.02999,2.58308
1273.18,0.765713,0.835871,2,3,0,-1269.19,2.01579,1.78949,2.05953,2.57774
1275.21,1,0.835871,2,3,0,-1272.62,1.89475,1.90259,2.00102,2.66039
1274.56,0.961743,0.835871,2,3,0,-1274.48,1.89846,1.90788,2.0113,2.68081
1275.33,0.867003,0.835871,3,7,0,-1272.84,1.93795,1.88688,1.92298,2.54424
1275.11,0.772165,0.835871,2,3,0,-1272.33,1.93555,1.95881,1.89894,2.64613
1272.96,0.79939,0.835871,2,7,0,-1271.81,1.78349,1.97807,2.0031,2.60627
1272.08,0.735389,0.835871,3,7,0,-1267.56,2.12433,1.84761,1.95626,2.61304
1274.06,1,0.835871,2,3,0,-1271.82,2.0769,1.9266,1.94212,2.61535
1274.96,0.955693,0.835871,2,3,0,-1272.56,1.8379,1.93712,1.98987,2.61077
1274.8,0.878103,0.835871,3,7,0,-1272.85,2.00637,1.89215,1.93514,2.53742
1275.07,0.987289,0.835871,3,7,0,-1273.7,1.87527,1.93448,2.00554,2.65
1275.13,0.995647,0.835871,3,7,0,-1274.11,1.9086,1.94271,1.98496,2.5403
1275.8,0.983227,0.835871,3,7,0,-1274.84,1.97144,1.86379,1.96764,2.63589
1275.92,0.988042,0.835871,2,3,0,-1275.61,1.90229,1.93632,1.97466,2.58609
1273.19,0.69426,0.835871,2,3,0,-1272.46,1.86484,1.97549,1.96458,2.50661
1272.39,0.957183,0.835871,2,3,0,-1271.93,1.8671,1.99102,2.00551,2.49734
1273.3,0.932201,0.835871,3,7,0,-1269.71,1.94008,1.8277,1.94426,2.70799
1274.78,0.990312,0.835871,2,3,0,-1272.54,1.89795,1.95308,1.98299,2.53415
1274.55,0.893758,0.835871,3,7,0,-1272.66,1.99909,1.91908,1.94435,2.68141
1273.95,0.89501,0.835871,3,7,0,-1272.38,1.9071,1.90337,1.97506,2.49985
1275.19,1,0.835871,2,3,0,-1273.41,2.02274,1.89016,2.00277,2.63146
